page,block,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
11,22,"• Monaco: Experience the exclusive Jimmy'z a legendary nightclub with a luxurious",11.95,7.38,431.00,81,90.00,597.06,521.00,604.44,false,false
11,23,"ambiance.",12.00,7.38,54.31,9,108.00,614.16,162.31,621.54,false,false
11,24,"• Montpellier: Dance the night away at L'Antirouille a club known for its eclectic music",11.96,7.38,443.90,88,90.00,639.24,533.90,646.62,false,false
11,25,"and lively atmosphere.",12.00,7.38,116.23,22,108.00,656.34,224.23,663.72,false,false
11,26,"• Toulouse: Check out Le Purple a trendy nightclub with a vibrant dance floor and top-",11.95,7.38,443.52,86,90.00,681.48,533.52,688.86,false,false
11,27,"notch DJs.",12.00,7.38,53.23,10,108.00,698.58,161.23,705.96,false,false
12,0,"",12.00,8.59,3.34,0,72.00,83.88,75.34,92.47,true,false
12,1,"",12.00,7.39,2.74,0,216.00,83.88,218.74,91.27,true,false
13,0,"Conclusion",12.00,7.39,60.22,10,72.00,83.88,132.22,91.27,true,false
13,1,"The South of France is a diverse and enchanting region that oﬀers a wide range of activities and experiences for travelers. Whether you're exploring the stunning coastline immersing yourself in the rich cultural heritage or indulging in the culinary delights there is something for everyone to enjoy. From family-friendly adventures to vibrant nightlife the South of France promises an unforgettable journey filled with memories that will last a lifetime. Use this guide to plan your trip and make the most of everything this beautiful region has to oﬀer.",12.00,92.82,467.05,555,72.00,108.90,539.05,201.72,false,false
13,2,"",12.00,7.38,2.77,0,72.00,219.48,74.77,226.86,false,false
