page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
7,4,BODY,"Thegoalofthissectionistoprovesomearea-chargeestimatesandto establishanauxiliarylocalrigidityresultthatwillbeinstrumentalinthe proofofthemaintheorems. 3.1.Area-chargeestimates.Webeginbyderivingarea-chargeestimates thatrelatethesignofthecosmologicalconstanttothetopologyandthe electricchargeofaweaklyoutermostorarea-minimizingsurface. Proposition4.Let(M,g)beaRiemannian3-manifoldwithboundary, equippedwithadivergence-freevectorfieldErepresentingtheelectricfield. Supposethescalarcurvatureof(M,g)satisfies Rg≥2Λ+2|E|,",9.97,141.91,358.66,514,118.31,233.25,476.97,375.16,FALSE,FALSE
7,5,BODY,3,7,3.99,4.23,1,238.47,319.95,242.7,323.94,FALSE,FALSE
7,6,BODY,3,7,3.99,4.23,1,286.68,345.85,290.92,349.84,FALSE,FALSE
7,7,BODY,2,7,3.99,4.23,1,330.86,363.21,335.09,367.19,FALSE,FALSE
7,8,BODY,"forsomeconstantΛ. AssumefurtherthataclosedconnectedcomponentΣof∂Misweakly mean-convexandeitherweaklyoutermostorarea-minimizing.ThenΣis minimal,andoneofthefollowingcasesholds:",10,44.31,358.66,174,118.31,385.2,476.97,429.51,FALSE,FALSE
7,9,BODY,"a)CaseΛ>0.ThesurfaceΣistopologicallya2-sphere(g(Σ)=0), anditschargesatisfies4ΛQ(Σ)≤1.Inthiscase,theareaofΣ obeys ()() 2π 1−1−4ΛQ(Σ)≤|Σ|≤1+1−4ΛQ(Σ).(3.1) Λ b)CaseΛ=0.Wehaveg(Σ)=0org(Σ)=1.",10,74.63,337.61,186,139.36,439.27,476.97,513.9,FALSE,FALSE
7,10,BODY,2,7,3.99,4.23,1,307.93,448.26,312.16,452.25,FALSE,FALSE
7,11,BODY,√,10,20.36,10.91,1,184.43,477.32,195.34,497.68,FALSE,FALSE
7,12,BODY,√,10,20.36,10.91,1,346.18,477.32,357.09,497.68,FALSE,FALSE
7,13,BODY,2π Λ,10,20.32,11.67,4,307.62,479.85,319.29,500.17,FALSE,FALSE
7,14,BODY,2,7,3.99,4.23,1,252.15,484.08,256.38,488.07,FALSE,FALSE
7,15,BODY,2,7,3.99,4.23,1,413.9,484.08,418.13,488.07,FALSE,FALSE
7,16,BODY,"–Ifg(Σ)=0,then",10,5.45,92.17,14,165.94,521.38,258.11,526.83,FALSE,FALSE
7,17,BODY,2,7,3.99,4.23,1,326.52,534.77,330.76,538.76,FALSE,FALSE
7,18,BODY,|Σ|≥4πQ(Σ).,10,7.45,73.3,11,260.99,539.28,334.29,546.73,FALSE,FALSE
7,19,BODY,-3.2,10,5.45,22.42,5,454.54,539.28,476.97,544.73,FALSE,FALSE
7,20,BODY,"–Ifg(Σ)=1,thennecessarilyQ(Σ)=0.",10,5.45,198.91,32,165.94,557.37,364.85,562.83,FALSE,FALSE
7,21,BODY,"c)CaseΛ<0.ThereisnorestrictiononthegenusofΣ(g(Σ)≥0), anditsareasatisfies",10,18.41,336.4,72,140.57,570.32,476.97,588.73,FALSE,FALSE
7,22,BODY,),10,20.36,6.51,1,413.07,593.22,419.58,613.58,FALSE,FALSE
7,23,BODY,( 2π |Λ|,10,27.04,21.35,8,202.34,593.23,223.69,620.27,FALSE,FALSE
7,24,BODY,√,10,20.36,10.91,1,286.15,595.42,297.06,615.78,FALSE,FALSE
7,25,BODY,22,7,3.99,66.38,2,346.19,602.18,412.57,606.17,FALSE,FALSE
7,26,BODY,"|Σ|≥(g(Σ)−1)+(g(Σ)−1)+4|Λ|Q(Σ).(3.3) Here,Q(Σ)denotestheelectricchargeenclosedbyΣ,andg(Σ)represents thegenusofΣ. Proof.LetNbetheinward-pointingunitnormalvectortoΣ,andletH= divΣNdenotethemeancurvatureofΣwithrespecttoN.Theboundary componentΣbeingweaklymean-convexmeansthatitsmeancurvature vectorH⃗=−HNpointsintothemanifoldM,whichisequivalenttoH≤0. WeclaimthatΣisminimal.Otherwise,byevolvingΣviameancurvature flow,weobtainasurfaceΣ,closetoΣ,whosemeancurvatureandarea",9.99,127.23,358.66,463,118.31,605.33,476.97,732.56,FALSE,FALSE
7,27,BODY,′,7,5.44,2.3,1,253.27,723.15,255.57,728.59,FALSE,FALSE
8,0,BODY,8,7,3.99,4.23,1,118.31,103.14,122.54,107.12,FALSE,FALSE
8,1,BODY,T.CRUZANDA.MENDES,7,3.99,108.02,17,243.63,103.14,351.65,107.12,FALSE,FALSE
8,2,BODY,′,7,5.44,2.3,1,223.74,123.09,226.03,128.53,FALSE,FALSE
8,3,BODY,"satisfyH<0and|Σ|<|Σ|.ThiscontradictstheassumptionthatΣis eitherweaklyoutermostorarea-minimizing. ThisshowsthatΣisminimalandeitherweaklyoutermostorarea- minimizing;inparticular,Σisastableminimalsurface.Therefore,for anyu∈C(Σ),wehave",10,59.26,358.66,231,118.31,127.05,476.97,186.3,FALSE,FALSE
8,4,BODY,∞,7,5.44,8.47,1,167.07,174.89,175.54,180.34,FALSE,FALSE
8,5,BODY,"∫∫∫ 1 (Rg+|A|)u≤|∇u|+κgu, 2",9.92,27.79,194.11,27,201.18,187.11,395.29,214.9,FALSE,FALSE
8,6,BODY,2222,7,3.99,124.52,4,267.24,197.45,391.76,201.44,FALSE,FALSE
8,7,BODY,ΣΣΣ,7,3.99,152.16,3,215.71,211.85,367.87,215.84,FALSE,FALSE
8,8,BODY,"whereAdenotesthesecondfundamentalformofΣ,andκgistheGaussian curvatureofΣ. Takingu≡1,usingtheinequalityRg≥2Λ+2|E|andtheGauss-Bonnet theorem,weobtain",9.97,44.31,358.65,147,118.31,224.96,476.96,269.26,FALSE,FALSE
8,9,BODY,2,7,3.99,4.23,1,364.38,246.9,368.61,250.88,FALSE,FALSE
8,10,BODY,∫∫,10,20.36,54.57,2,251.6,271.46,306.17,291.82,FALSE,FALSE
8,11,BODY,2,7,3.99,4.23,1,280.83,281.8,285.06,285.79,FALSE,FALSE
8,12,BODY,"Λ|Σ|+|E|≤κg=2πχ(Σ),",9.84,7.45,161.78,19,216.75,286.31,378.53,293.76,FALSE,FALSE
8,13,BODY,ΣΣ,7,3.99,54.63,2,257.65,296.2,312.28,300.19,FALSE,FALSE
8,14,BODY,"whereχ(Σ)istheEulercharacteristicofΣ.Ontheotherhand,bythe Cauchy-Schwarzinequality,",10,18.41,358.66,83,118.31,309.91,476.97,328.32,FALSE,FALSE
8,15,BODY,(∫)∫,10,20.89,103.62,4,263.62,332.93,367.24,353.82,FALSE,FALSE
8,16,BODY,2,7,3.99,4.23,1,326.14,335.65,330.38,339.64,FALSE,FALSE
8,17,BODY,22,7,3.99,33.95,2,214.62,343.81,248.57,347.79,FALSE,FALSE
8,18,BODY,2,7,3.99,4.23,1,390.41,343.81,394.65,347.79,FALSE,FALSE
8,19,BODY,"16πQ(Σ)=⟨E,N⟩≤|Σ||E|.",10,7.45,201.07,21,197.1,348.31,398.17,355.76,FALSE,FALSE
8,20,BODY,ΣΣ,7,3.99,93.83,2,279.53,358.21,373.35,362.19,FALSE,FALSE
8,21,BODY,"Therefore,",10,5.45,48.85,10,118.31,371.78,167.16,377.24,FALSE,FALSE
8,22,BODY,22,7,3.99,33.96,2,280.18,384.57,314.14,388.55,FALSE,FALSE
8,23,BODY,16πQ(Σ) |Σ|,10,22.31,47.24,11,262.66,388.53,309.9,410.84,FALSE,FALSE
8,24,BODY,"Λ|Σ|+≤2πχ(Σ).(3.4) Itisstraightforwardtoverifythatinequality(3.4)leadstotheareabounds statedintheproposition,dependingonthesignofthecosmologicalconstant ΛandthetopologyofΣviatheEulercharacteristic(see,e.g.,theproofof [14,Proposition3.1]).Weremarkthat,inthecaseΛ>0,theproofofthe inequality4ΛQ(Σ)≤1canalsobefoundin[14]. □ 3.2.Auxiliarylocalrigidityresult.Inthissubsection,weestablishthe localrigidityresultthatfollowsfromProposition4. Webeginbynotinganinfinitesimalrigiditystatement:ifequalityholds in(3.1),(3.2),or(3.3),thenallinequalitiesintheproofofProposition4 must,infact,beequalities.Thisobservationleadstothefollowing: Proposition5.IfΣattainstheequalityin(3.1),(3.2),and(3.3),then theelectricfieldsatisfiesE=aNalongΣforsomeconstanta,Σistotally geodesic,Rg=2a+2ΛonΣ,andthefunctionu0≡1isaJacobifunction onΣ,thatis,",9.99,210.7,358.66,817,118.31,395.91,476.97,606.6,FALSE,FALSE
8,25,BODY,2,7,3.99,4.23,1,206.94,467.68,211.17,471.66,FALSE,FALSE
8,26,BODY,2,7,3.99,4.23,1,202.23,584.24,206.46,588.22,FALSE,FALSE
8,27,BODY,1 2,10,20.32,5.45,3,252.72,615.83,258.17,636.15,FALSE,FALSE
8,28,BODY,2,7,3.99,4.23,1,334.17,618.71,338.41,622.69,FALSE,FALSE
8,29,BODY,∆u0+(Rg−2κg+|A|)u0=0.,9.43,7.45,159.03,21,218.12,623.21,377.15,630.66,FALSE,FALSE
8,30,BODY,2,7,3.99,4.23,1,396.79,641.36,401.02,645.34,FALSE,FALSE
8,31,BODY,"Inparticular,ΣhasconstantGaussiancurvatureequaltoa+Λwithrespect totheinducedmetric. Wenowestablishthefollowinglocalrigidityresult,whichwillbeessen- tialintheproofofourmaintheorems.Theargumentsfollowthesame geometricconstructionemployedin[14],[24],and[29]foranalogousrigidity statements.Weproveithereforthesakeofcompletenessandconvenience ofthereader.",10,89.64,358.66,350,118.31,645.32,476.97,734.96,FALSE,FALSE
9,0,BODY,AREA-CHARGEINEQUALITIESANDRIGIDITYOFINITIALDATASETS9,7,3.99,330.89,52,146.07,103.14,476.97,107.12,FALSE,FALSE
9,1,BODY,"Proposition6.IfΣattainstheequalityin(3.1),(3.2),or(3.3),thenthere existsaneighborhoodU=[0,δ)×ΣofΣinMsuchthat:",10,20.4,358.65,109,118.31,127.05,476.96,147.45,FALSE,FALSE
9,2,BODY,∼,10,7.45,8.49,1,234.15,136.99,242.63,144.44,FALSE,FALSE
9,3,BODY,"(1)Theelectricfieldisnormaltothefoliation;moreprecisely,E=aNt forsomeconstanta,whereNtistheunitnormaltoΣt={t}×Σ alongthefoliation. (2)(U,g|U)isisometricto([0,δ)×Σ,dt+g0)forsomeδ>0,wherethe inducedmetricg0onΣhasconstantGaussiancurvatureκg=a+Λ. Proof.Ifequalityholdsin(3.1),(3.2),or(3.3),then(inviewofPropo- sition5)standardarguments(see,e.g.,[1,3,30,31])implythatacollar neighborhoodU=[0,δ)×ΣofΣinMcanbefoliatedbyconstantmean curvaturesurfacesΣt={t}×Σ,withΣ0=Σand g=ϕdt+gtonU,",9.92,133.61,358.66,475,118.31,155.22,476.97,288.82,FALSE,FALSE
9,4,BODY,∼,10,7.45,8.49,1,427.76,165.16,436.25,172.61,FALSE,FALSE
9,5,BODY,2,7,3.99,4.23,1,324.47,190.11,328.7,194.1,FALSE,FALSE
9,6,BODY,2,7,3.99,4.23,1,451.99,203.06,456.22,207.05,FALSE,FALSE
9,7,BODY,∼,10,7.45,8.49,1,199.97,249.35,208.45,256.8,FALSE,FALSE
9,8,BODY,∼,10,7.45,8.49,1,222.69,262.3,231.17,269.75,FALSE,FALSE
9,9,BODY,22,7,3.99,20.4,2,267.57,278.7,287.97,282.68,FALSE,FALSE
9,10,BODY,"wheregtistheinducedmetriconΣt.LetH(t)=divΣNdenotethemean curvatureofΣtwithrespecttotheunitnormalvectorNt=ϕ∂t. Recallthefollowingwell-knownevolutionequationforH(t)undernormal deformationsofsurfaces(see,forinstance,[22]):",9.92,44.31,358.66,219,118.31,301.3,476.97,345.6,FALSE,FALSE
9,11,BODY,tt,6,4.04,17.49,2,376.66,302.93,394.15,306.97,FALSE,FALSE
9,12,BODY,-1,7,5.44,10.82,2,415.14,310.29,425.96,315.73,FALSE,FALSE
9,13,BODY,1 2,10,20.32,5.45,3,264.02,355.44,269.48,375.75,FALSE,FALSE
9,14,BODY,22,7,3.99,44.68,2,360.59,358.31,405.27,362.3,FALSE,FALSE
9,15,BODY,′,7,5.44,2.3,1,185.69,358.31,187.99,363.76,FALSE,FALSE
9,16,BODY,H(t)=−∆Σϕ−(R−2κ+|A|+H(t))ϕ.,9.89,7.45,243.8,27,175.74,362.82,419.54,370.27,FALSE,FALSE
9,17,BODY,tgΣtΣt,6,4.04,117.41,6,239.15,364.45,356.56,368.49,FALSE,FALSE
9,18,BODY,"DividingbothsidesbyϕandintegratingoverΣt,weobtain",9.94,5.62,286.15,49,118.31,383.41,404.46,389.03,FALSE,FALSE
9,19,BODY,"∫∫∫ 1|∇ϕ|1 ϕϕ2 ≤−(|E|+Λ)+4π(1−g(Σ)),",10,52.27,194.03,36,161.68,392.68,355.72,444.95,FALSE,FALSE
9,20,BODY,∫,10,20.36,6.06,1,426.49,392.68,432.56,413.04,FALSE,FALSE
9,21,BODY,2,7,3.99,4.23,1,263.92,396.19,268.15,400.18,FALSE,FALSE
9,22,BODY,′Σt 2,6.67,14.01,110.95,5,144.65,401.84,255.59,415.85,FALSE,FALSE
9,23,BODY,22 tt,6,10.18,102.72,5,356.86,403.03,459.59,413.2,FALSE,FALSE
9,24,BODY,H(t)≤−−(Rg+|AΣ|+H(t))+κΣ,9.63,7.45,322.05,24,134.69,407.53,456.74,414.98,FALSE,FALSE
9,25,BODY,ΣtΣtΣt,6,3.99,140.12,6,167.74,417.42,307.87,421.41,FALSE,FALSE
9,26,BODY,Σt,6,3.99,8.97,2,432.56,417.42,441.52,421.41,FALSE,FALSE
9,27,BODY,∫,10,20.36,6.06,1,213.27,422.65,219.33,443.01,FALSE,FALSE
9,28,BODY,2,7,3.99,4.23,1,248.27,433,252.51,436.98,FALSE,FALSE
9,29,BODY,Σt,6,3.99,8.97,2,219.33,447.39,228.29,451.38,FALSE,FALSE
9,30,BODY,"whereweusedthedivergencetheoremandtheGauss-Bonnettheorem,along withtheinequalityRg≥2|E|+2Λ. Ontheotherhand,theCauchy-Schwarzinequalityimplies H(t)≤−−Λ|Σt|+4π(1−g(Σ)),",9.94,57.48,358.66,166,118.31,461.49,476.97,518.97,FALSE,FALSE
9,31,BODY,2,7,3.99,4.23,1,260.39,470.49,264.63,474.47,FALSE,FALSE
9,32,BODY,∫,10,20.36,6.06,1,203.06,496.67,209.12,517.03,FALSE,FALSE
9,33,BODY,22,7,3.99,30.02,2,271.54,500.18,301.55,504.17,FALSE,FALSE
9,34,BODY,116πQ(t) ϕ|Σ|,10,22.31,75.22,13,222.1,504.14,297.32,526.46,FALSE,FALSE
9,35,BODY,′,7,5.44,2.3,1,186.02,507.02,188.32,512.46,FALSE,FALSE
9,36,BODY,Σtt,6.33,4.76,74.13,3,209.12,520.64,283.25,525.4,FALSE,FALSE
9,37,BODY,"whereQ(t)denotesthechargeofΣt.Observethat,sincedivgE=0,the divergencetheoremyields",9.95,18.41,358.66,82,118.31,536.12,476.97,554.53,FALSE,FALSE
9,38,BODY,"Q(t)=Q(0)=Q(Σ),∀t∈[0,δ). ∫() ϕ|Σ||Σ| 111",10,56.49,164.16,40,214.8,566.56,378.96,623.05,FALSE,FALSE
9,39,BODY,"Therefore,undertheassumptionthatequalityholdsin(3.4),weobtain",10,5.45,341.79,61,118.31,584.04,460.1,589.5,FALSE,FALSE
9,40,BODY,′,7,5.44,2.3,1,197.77,603.61,200.06,609.06,FALSE,FALSE
9,41,BODY,"H(t)≤C−+Λ(|Σ|−|Σt|),",9.85,7.45,219.65,20,187.81,608.12,407.46,615.57,FALSE,FALSE
9,42,BODY,Σtt,6.33,4.76,96.65,3,220.86,617.24,317.52,622,FALSE,FALSE
9,43,BODY,22,7,3.99,33.96,2,190.5,629.67,224.45,633.66,FALSE,FALSE
9,44,BODY,"whereC=16πQ(Σ). Accordingtoourassumptions,wehave|Σ|≤|Σt|foreveryt∈[0,δ). ThisisimmediatewhenΣisarea-minimizing.Ontheotherhand,ifΣis weaklyoutermost,wecompute",9.99,44.31,358.66,157,118.31,633.63,476.97,677.94,FALSE,FALSE
9,45,BODY,∫(∫),10,20.89,82.7,4,274.19,681.35,356.89,702.24,FALSE,FALSE
9,46,BODY,t,7,3.99,3.06,1,285.09,685.04,288.15,689.02,FALSE,FALSE
9,47,BODY,"|Σ|−|Σt|=−H(s)ϕds≤0,",9.85,7.45,186.14,20,204.57,696.73,390.71,704.18,FALSE,FALSE
9,48,BODY,0Σs,6.33,3.99,59.29,3,280.25,706.62,339.54,710.61,FALSE,FALSE
10,0,BODY,10,7,3.99,8.47,2,118.31,103.14,126.78,107.12,FALSE,FALSE
10,1,BODY,T.CRUZANDA.MENDES,7,3.99,108.01,17,243.63,103.14,351.64,107.12,FALSE,FALSE
10,2,BODY,"sinceH(t)≥0.Here,weappliedthefundamentaltheoremofcalculus togetherwiththefirstvariationofareaformula.Therefore,ifΛ≥0,we obtain",10,31.36,358.66,126,118.31,127.05,476.97,158.4,FALSE,FALSE
10,3,BODY,∫()∫(∫) H(t)≤C−=Cϕds.,10,22.83,266.31,21,164.48,159.69,430.79,182.53,FALSE,FALSE
10,4,BODY,t,7,3.99,3.06,1,342.79,163.38,345.85,167.37,FALSE,FALSE
10,5,BODY,111H(s) ϕ|Σ||Σ||Σ| ∫() ϕ|Σ||Σ| 111 =−ΛH(s)ϕds. ∫()(∫) H(t)≤C−+Λ(|Σ|−|Σt|),9.98,94.01,227.24,73,184.02,167.7,411.26,261.71,FALSE,FALSE
10,6,BODY,′,7,5.44,2.3,1,174.44,170.57,176.73,176.01,FALSE,FALSE
10,7,BODY,2,7,3.99,4.23,1,367.95,179.41,372.18,183.39,FALSE,FALSE
10,8,BODY,Σtt0sΣs,6.43,4.76,202.09,7,197.53,184.2,399.63,188.95,FALSE,FALSE
10,9,BODY,"WhenΛ<0,weinsteadwrite",10,5.45,144.03,22,130.27,199.07,274.29,204.52,FALSE,FALSE
10,10,BODY,′,7,5.44,2.3,1,193.97,218.03,196.27,223.48,FALSE,FALSE
10,11,BODY,Σtt,6.33,4.76,96.65,3,217.07,231.66,313.72,236.42,FALSE,FALSE
10,12,BODY,t,7,3.99,3.06,1,263.2,242.56,266.26,246.55,FALSE,FALSE
10,13,BODY,"C |Σ| Ineithercase,weconcludethat ∫∫",10,61.13,165.89,36,130.26,246.88,296.15,308,FALSE,FALSE
10,14,BODY,2,7,3.99,4.23,1,296.15,258.59,300.39,262.57,FALSE,FALSE
10,15,BODY,0sΣs,6.5,4.76,121.74,4,258.35,263.38,380.09,268.13,FALSE,FALSE
10,16,BODY,t,7,3.99,3.06,1,275.45,290.8,278.51,294.79,FALSE,FALSE
10,17,BODY,1 ϕ,10,20.32,6.5,3,242.3,295.12,248.8,315.43,FALSE,FALSE
10,18,BODY,′,7,5.44,2.3,1,206.23,297.99,208.52,303.44,FALSE,FALSE
10,19,BODY,"H(t)≤H(s)ξ(s)ds,∀t∈[0,δ),",10,7.45,202.73,25,196.27,302.5,399,309.95,FALSE,FALSE
10,20,BODY,Σt0,6.33,3.99,45.51,3,229.33,312.39,274.84,316.37,FALSE,FALSE
10,21,BODY,"forsomefunctionξ(t)≥0.Thus,byLemma3.2in[28],itfollowsthat H(t)≤0forallt∈[0,δ).IfΣisweaklyoutermost,thisguaranteesthat H(t)=0forallt,andalloftheinequalitiesabovemustbeequalities. IfΣisarea-minimizing,wesimilarlyfind",10,44.31,358.66,214,118.31,327.1,476.97,371.4,FALSE,FALSE
10,22,BODY,∫(∫),10,20.89,82.7,4,284.19,374.81,366.89,395.7,FALSE,FALSE
10,23,BODY,t,7,3.99,3.06,1,295.09,378.5,298.15,382.49,FALSE,FALSE
10,24,BODY,"0≥|Σ|−|Σt|=−H(s)ϕds≥0,",9.86,7.45,206.14,22,194.57,390.2,400.71,397.65,FALSE,FALSE
10,25,BODY,0Σs,6.33,3.99,59.29,3,290.25,400.09,349.54,404.07,FALSE,FALSE
10,26,BODY,"soagainH(t)=0forallt,andallinequalitiesbecomeequalities. Standardcomputationsasin[29]thenyieldthedesiredresult.□",10,18.95,358.66,112,118.31,414.8,476.97,433.75,FALSE,FALSE
10,27,BODY,4.Proofofthemainresults,10,5.45,162.03,23,216.62,449.76,378.65,455.22,FALSE,FALSE
10,28,BODY,"ThissectionisentirelydevotedtotheproofofTheorems1,2,and3. 4.1.Compactcases:Theorems1and2. ProofofTheorem1.Wedividetheproofintotwocases: CaseΛ>0.Wefirstshowthat4ΛQ(Σ)≤1. Assume,bycontradiction,that4ΛQ(Σ)>1.Since[Σ]̸=0inH2(M;Z) (as,otherwise,wewouldhaveΣ=∂Mand,inparticular,Q(Σ)=0),we mayapplyexistenceresultsfromGeometricMeasureTheory[13]forarea- minimizingsurfacesinintegralhomologyclasses.Thisyieldsasmooth, embedded,closed,oriented,area-minimizingsurfaceΣthatishomologous toΣ.Furthermore,sinceH2(M,Σ)=0andΣisconnected,Σmustitself beconnected. IfΣ∩∂M̸=∅,thenbytheweakmean-convexityof∂M,thesurface Σmustcoincidewithaconnectedcomponentof∂M.Proposition4then impliesthatΣisminimalandsatisfies",9.99,190.81,358.66,689,118.31,469.19,476.97,660,FALSE,FALSE
10,29,BODY,2 2,7,16.94,9.65,3,314.25,521.07,323.89,538.01,FALSE,FALSE
10,30,BODY,′,7,5.44,2.3,1,379.36,585.83,381.65,591.27,FALSE,FALSE
10,31,BODY,′,7,5.44,2.3,1,420.13,598.78,422.42,604.23,FALSE,FALSE
10,32,BODY,′,7,5.44,2.3,1,149.87,624.68,152.16,630.13,FALSE,FALSE
10,33,BODY,′,7,5.44,2.3,1,126.19,637.64,128.49,643.08,FALSE,FALSE
10,34,BODY,′,7,5.44,2.3,1,186.86,650.59,189.15,656.03,FALSE,FALSE
10,35,BODY,2′2,7,5.44,84.33,3,272.72,667.53,357.05,672.97,FALSE,FALSE
10,36,BODY,4ΛQ(Σ)>1≥4ΛQ(Σ).,10,7.45,125.87,16,234.7,672.03,360.57,679.48,FALSE,FALSE
10,37,BODY,′,7,5.44,2.3,1,229.29,686.37,231.59,691.82,FALSE,FALSE
10,38,BODY,"However,sinceΣandΣarehomologous,theyenclosethesametotalcharge; thatis,Q(Σ)=Q(Σ).Thisyieldsacontradiction.",10,18.41,358.66,105,118.31,690.33,476.97,708.74,FALSE,FALSE
10,39,BODY,′,7,5.44,2.3,1,216.23,699.32,218.52,704.77,FALSE,FALSE
11,0,BODY,AREA-CHARGEINEQUALITIESANDRIGIDITYOFINITIALDATASETS11,7,3.99,330.89,53,146.07,103.14,476.97,107.12,FALSE,FALSE
11,1,BODY,′′,7,5.44,101.11,2,187.64,123.09,288.75,128.53,FALSE,FALSE
11,2,BODY,"IfinsteadΣ∩∂M=∅,thenΣisanarea-minimizingminimalsurface entirelycontainedintheinteriorofM.Inthiscase,thesameinequality holds:",10,31.36,358.66,124,118.31,127.05,476.97,158.4,FALSE,FALSE
11,3,BODY,2′2,7,5.44,84.33,3,272.72,165.93,357.05,171.37,FALSE,FALSE
11,4,BODY,"4ΛQ(Σ)>1≥4ΛQ(Σ),",10,7.45,125.87,16,234.7,170.43,360.57,177.88,FALSE,FALSE
11,5,BODY,"againleadingtoacontradiction. Thus,ineithercase,weconcludethat4ΛQ(Σ)≤1. Next,assume () 2π |Σ|≤1−1−4ΛQ(Σ). Λ",10,60.9,262.74,107,118.31,187.92,381.05,248.82,FALSE,FALSE
11,6,BODY,2,7,3.99,4.23,1,353.28,196.92,357.52,200.9,FALSE,FALSE
11,7,BODY,√,10,20.36,10.91,1,290.76,225.97,301.67,246.33,FALSE,FALSE
11,8,BODY,2,7,3.99,4.23,1,358.48,232.74,362.71,236.72,FALSE,FALSE
11,9,BODY,"Asabove,thisinequalityimpliesthat[Σ]̸=0inH2(M;Z).Again,let Σbeaconnectedarea-minimizingsurfaceinthehomologyclassofΣ.As before,whetherornotΣintersects∂M,itisanarea-minimizingminimal surfaceand,byProposition4,",9.99,44.31,358.66,207,118.31,257.08,476.97,301.39,FALSE,FALSE
11,10,BODY,′,7,5.44,2.3,1,126.19,266.07,128.49,271.52,FALSE,FALSE
11,11,BODY,′,7,5.44,2.3,1,238.41,279.03,240.7,284.47,FALSE,FALSE
11,12,BODY,"()() 2π 1−1−4ΛQ(Σ)≥|Σ|≥|Σ|≥1−1−4ΛQ(Σ), Λ",10,25.05,313.59,40,141.44,305.89,455.03,330.93,FALSE,FALSE
11,13,BODY,√,10,20.36,10.91,1,180.01,308.08,190.91,328.44,FALSE,FALSE
11,14,BODY,√ () 2π |Σ|=|Σ|=1−1−4ΛQ(Σ). Λ,10,63.38,181.52,29,206.88,308.08,388.4,371.46,FALSE,FALSE
11,15,BODY,2π Λ,10,20.32,11.67,4,334.47,310.62,346.15,330.93,FALSE,FALSE
11,16,BODY,2′,7,5.44,67.48,2,247.72,313.49,315.2,318.94,FALSE,FALSE
11,17,BODY,2,7,3.99,4.23,1,440.75,314.85,444.99,318.83,FALSE,FALSE
11,18,BODY,fromwhichitfollowsthat,10,5.45,123.73,22,118.31,338.58,242.04,344.04,FALSE,FALSE
11,19,BODY,√,10,20.36,10.91,1,306.4,348.61,317.31,368.97,FALSE,FALSE
11,20,BODY,′,7,5.44,2.3,1,246.27,354.02,248.57,359.46,FALSE,FALSE
11,21,BODY,2,7,3.99,4.23,1,374.12,355.37,378.35,359.36,FALSE,FALSE
11,22,BODY,′,7,5.44,2.3,1,465.26,375.96,467.55,381.41,FALSE,FALSE
11,23,BODY,"Inparticular,Σisalsoarea-minimizing.WeusedherethatQ(Σ)=Q(Σ). SinceΣisarea-minimizinganditsareaattainsthefirstequalityin(3.1), wemayapplyProposition4toseethatg(Σ)=0andProposition6toobtain acollarneighborhoodU=[0,δ)×ΣofΣinMsatisfyingtheconclusionof thetheorem. LetΣt={t}×Σ.Ast↗δ,bystandardcompactnessresultsforstable ∼ minimalsurfaceswithuniformlyboundedarea,thesurfacesΣtconverge (subsequentially)toaclosed,embedded,area-minimizingsurfaceΣδ.Since (M,g)haspositivescalarcurvature,itfollowsthatΣδisdiffeomorphicto eitherSorRP.Inthelattercase,MisdiffeomorphictoRP\ball, whichcontradictsthefactthatMhasmorethanoneboundarycomponent (as,otherwise,wewouldhaveQ(Σ)=0). LetS:=∂M\Σ̸=∅.IfΣδ∩S̸=∅,thenthemaximumprinciple impliesΣδ=S,establishingtheresult.Otherwise,ifΣδ∩S=∅,we mayreplaceΣbyΣδandreapplyProposition6.Thisreplacementisvalid because|Σδ|=|Σ|andQ(Σδ)=Q(Σ).LetT>0themaximaltimein whichthisflowexistsandissmooth.Theconclusionthenfollowsbya continuityargument,extendingthelocalsplittingtotheentiremanifoldM. CaseΛ=0.Assumethat",9.97,243.38,358.66,1021,118.31,379.92,476.97,623.3,FALSE,FALSE
11,24,BODY,∼,10,7.45,8.49,1,237.19,415.77,245.68,423.22,FALSE,FALSE
11,25,BODY,3,7,3.99,4.23,1,134.32,479.57,138.56,483.56,FALSE,FALSE
11,26,BODY,22,7,4.39,43.29,2,156.7,492.39,199.99,496.78,FALSE,FALSE
11,27,BODY,3,7,3.99,4.23,1,439.47,492.39,443.71,496.38,FALSE,FALSE
11,28,BODY,3,7,3.99,4.23,1,318.48,492.79,322.72,496.78,FALSE,FALSE
11,29,BODY,3,7,3.99,4.23,1,278.55,505.75,282.78,509.73,FALSE,FALSE
11,30,BODY,2,7,3.99,4.23,1,326.52,630.83,330.76,634.81,FALSE,FALSE
11,31,BODY,|Σ|≤4πQ(Σ).,10,7.45,73.3,11,260.99,635.33,334.29,642.79,FALSE,FALSE
11,32,BODY,′,7,5.44,2.3,1,145.73,649.67,148.03,655.12,FALSE,FALSE
11,33,BODY,"LetΣbeasbefore.ItfollowsfromProposition4that 4πQ(Σ)≥|Σ|≥|Σ|≥4πQ(Σ),",10,24.93,260.34,67,118.31,653.63,378.65,678.57,FALSE,FALSE
