page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
6,2,BODY,action='store_true'),8,4.48,107.6,20,179.6,269.43,287.19,273.92,FALSE,FALSE
6,3,BODY,args=parser.parse_args() ifargs.verbose:,8,16.44,139.87,40,72,281.39,211.87,297.83,FALSE,FALSE
6,4,BODY,print('verbosityturnedon'),8,4.48,150.63,26,93.52,305.3,244.15,309.78,FALSE,FALSE
6,6,BODY,"options: -h,--helpshowthishelpmessageandexit -v,--verboseincreaseoutputverbosity",8,28.39,258.23,80,72,410.7,330.23,439.1,FALSE,FALSE
6,10,BODY,help='displayasquareofagivennumber'),8,4.48,225.95,36,179.6,573.22,405.55,577.71,FALSE,FALSE
6,11,BODY,"parser.add_argument('-v','--verbose',action='store_true',",8,4.48,317.41,57,72,585.18,389.41,589.66,FALSE,FALSE
6,12,BODY,help='increaseoutputverbosity'),8,4.48,177.53,31,179.6,597.14,357.13,601.62,FALSE,FALSE
6,13,BODY,args=parser.parse_args() answer=args.square**2 ifargs.verbose:,8,28.39,139.87,62,72,609.09,211.87,637.48,FALSE,FALSE
6,14,BODY,print(f'thesquareof{args.square}equals{answer}'),8,4.48,285.13,48,93.52,644.96,378.65,649.44,FALSE,FALSE
6,15,BODY,else:,8,4.48,26.9,5,72,656.91,98.9,661.4,TRUE,FALSE
6,16,BODY,print(answer),8,4.48,69.94,13,93.52,668.87,163.46,673.35,FALSE,FALSE
7,1,BODY,16 $pythonprog.py4--verbose thesquareof4equals16 $pythonprog.py--verbose4 thesquareof4equals16,8,52.3,150.63,94,72,95.52,222.63,147.82,FALSE,FALSE
7,4,BODY,help='displayasquareofagivennumber'),8,4.48,225.95,36,179.6,272.66,405.55,277.14,FALSE,FALSE
7,5,BODY,"parser.add_argument('-v','--verbosity',type=int,",8,4.48,268.99,48,72,284.61,340.99,289.09,FALSE,FALSE
7,6,BODY,help='increaseoutputverbosity'),8,4.48,177.53,31,179.6,296.57,357.13,301.05,FALSE,FALSE
7,7,BODY,args=parser.parse_args() answer=args.square**2 ifargs.verbosity==2:,8,28.39,139.87,67,72,308.52,211.87,336.91,FALSE,FALSE
7,8,BODY,print(f'thesquareof{args.square}equals{answer}'),8,4.48,285.13,48,93.52,344.39,378.65,348.87,FALSE,FALSE
7,9,BODY,elifargs.verbosity==1:,8,4.48,134.49,22,72,356.34,206.49,360.83,FALSE,FALSE
7,10,BODY,print(f'{args.square}^2=={answer}'),8,4.48,199.05,35,93.52,368.3,292.57,372.78,FALSE,FALSE
7,11,BODY,else:,8,4.48,26.9,5,72,380.25,98.9,384.74,TRUE,FALSE
7,12,BODY,print(answer),8,4.48,69.94,13,93.52,392.21,163.46,396.69,FALSE,FALSE
7,15,BODY,help='displayasquareofagivennumber'),8,4.48,225.95,36,179.6,650.84,405.55,655.32,FALSE,FALSE
7,16,BODY,"parser.add_argument('-v','--verbosity',type=int,choices=[0,1,2],",8,4.48,371.21,64,72,662.79,443.21,667.28,FALSE,FALSE
7,17,BODY,help='increaseoutputverbosity'),8,4.48,177.53,31,179.6,674.75,357.13,679.23,FALSE,FALSE
7,18,BODY,args=parser.parse_args() answer=args.square**2 ifargs.verbosity==2:,8,28.39,139.87,67,72,686.7,211.87,715.1,FALSE,FALSE
7,19,BODY,print(f'thesquareof{args.square}equals{answer}'),8,4.48,285.13,48,93.52,722.57,378.65,727.05,FALSE,FALSE
7,20,BODY,elifargs.verbosity==1:,8,4.48,134.49,22,72,734.52,206.49,739.01,FALSE,FALSE
7,21,BODY,print(f'{args.square}^2=={answer}'),8,4.48,199.05,35,93.52,746.48,292.57,750.96,FALSE,FALSE
8,1,BODY,else:,8,4.48,26.9,5,72,95.52,98.9,100,TRUE,FALSE
8,2,BODY,print(answer),8,4.48,69.94,13,93.52,107.47,163.46,111.96,FALSE,FALSE
8,4,BODY,positionalarguments: squaredisplayasquareofagivennumber,8,16.44,312.02,55,72,224.84,384.02,241.27,FALSE,FALSE
8,5,BODY,"options: -h,--helpshowthishelpmessageandexit -v,--verbosity{0,1,2}",8,28.39,295.88,66,72,260.7,367.88,289.09,FALSE,FALSE
8,6,BODY,increaseoutputverbosity,8,4.48,134.49,23,201.12,296.57,335.6,301.05,FALSE,FALSE
8,8,BODY,help='displaythesquareofagivennumber'),8,4.48,236.71,38,179.6,407.95,416.31,412.43,FALSE,FALSE
8,9,BODY,"parser.add_argument('-v','--verbosity',action='count',",8,4.48,301.27,54,72,419.9,373.27,424.39,FALSE,FALSE
8,10,BODY,help='increaseoutputverbosity'),8,4.48,177.53,31,179.6,431.86,357.13,436.34,FALSE,FALSE
8,11,BODY,args=parser.parse_args() answer=args.square**2 ifargs.verbosity==2:,8,28.39,139.87,67,72,443.81,211.87,472.21,FALSE,FALSE
8,12,BODY,print(f'thesquareof{args.square}equals{answer}'),8,4.48,285.13,48,93.52,479.68,378.65,484.16,FALSE,FALSE
8,13,BODY,elifargs.verbosity==1:,8,4.48,134.49,22,72,491.63,206.49,496.12,FALSE,FALSE
8,14,BODY,print(f'{args.square}^2=={answer}'),8,4.48,199.05,35,93.52,503.59,292.57,508.07,FALSE,FALSE
8,15,BODY,else:,8,4.48,26.9,5,72,515.55,98.9,520.03,TRUE,FALSE
8,16,BODY,print(answer),8,4.48,69.94,13,93.52,527.5,163.46,531.98,FALSE,FALSE
8,18,BODY,positionalarguments: squaredisplayasquareofagivennumber,8,16.44,285.12,55,72,740.5,357.12,756.94,FALSE,FALSE
9,1,BODY,"options: -h,--helpshowthishelpmessageandexit -v,--verbosityincreaseoutputverbosity $pythonprog.py4-vvv 16",8,52.3,268.98,105,72,107.47,340.98,159.78,FALSE,FALSE
9,4,BODY,help='displayasquareofagivennumber'),8,4.48,225.95,36,179.6,386.23,405.55,390.71,FALSE,FALSE
9,5,BODY,"parser.add_argument('-v','--verbosity',action='count',",8,4.48,301.27,54,72,398.18,373.27,402.67,FALSE,FALSE
9,6,BODY,help='increaseoutputverbosity'),8,4.48,177.53,31,179.6,410.14,357.13,414.62,FALSE,FALSE
9,7,BODY,args=parser.parse_args() answer=args.square**2,8,16.44,139.87,46,72,422.1,211.87,438.53,FALSE,FALSE
9,8,BODY,#bugfix:replace==with>= ifargs.verbosity>=2:,8,16.44,150.63,44,72,457.96,222.63,474.4,FALSE,FALSE
9,9,BODY,print(f'thesquareof{args.square}equals{answer}'),8,4.48,285.13,48,93.52,481.87,378.65,486.35,FALSE,FALSE
9,10,BODY,elifargs.verbosity>=1:,8,4.48,134.49,22,72,493.83,206.49,498.31,FALSE,FALSE
9,11,BODY,print(f'{args.square}^2=={answer}'),8,4.48,199.05,35,93.52,505.78,292.57,510.26,FALSE,FALSE
9,12,BODY,else:,8,4.48,26.9,5,72,517.74,98.9,522.22,TRUE,FALSE
9,13,BODY,print(answer),8,4.48,69.94,13,93.52,529.69,163.46,534.18,FALSE,FALSE
9,15,BODY,TypeError:'>='notsupportedbetweeninstancesof'NoneType'and'int',8,4.48,381.96,62,72,670.96,453.96,675.45,FALSE,FALSE
10,0,BODY,"importargparse parser=argparse.ArgumentParser() parser.add_argument('square',type=int,",8,28.39,209.81,86,72,87.74,281.81,116.13,FALSE,FALSE
10,1,BODY,help='displayasquareofagivennumber'),8,4.48,225.95,36,179.6,123.61,405.55,128.09,FALSE,FALSE
10,2,BODY,"parser.add_argument('-v','--verbosity',action='count',default=0,",8,4.48,360.45,64,72,135.56,432.45,140.05,FALSE,FALSE
10,3,BODY,help='increaseoutputverbosity'),8,4.48,177.53,31,179.6,147.52,357.13,152,FALSE,FALSE
10,4,BODY,args=parser.parse_args() answer=args.square**2 ifargs.verbosity>=2:,8,28.39,139.87,67,72,159.47,211.87,187.87,FALSE,FALSE
10,5,BODY,print(f'thesquareof{args.square}equals{answer}'),8,4.48,285.13,48,93.52,195.34,378.65,199.82,FALSE,FALSE
10,6,BODY,elifargs.verbosity>=1:,8,4.48,134.49,22,72,207.29,206.49,211.78,FALSE,FALSE
10,7,BODY,print(f'{args.square}^2=={answer}'),8,4.48,199.05,35,93.52,219.25,292.57,223.73,FALSE,FALSE
10,8,BODY,else:,8,4.48,26.9,5,72,231.2,98.9,235.69,TRUE,FALSE
10,9,BODY,print(answer),8,4.48,69.94,13,93.52,243.16,163.46,247.64,FALSE,FALSE
10,14,BODY,print(f'{args.x}tothepower{args.y}equals{answer}'),8,4.48,301.27,50,93.52,552.93,394.79,557.41,FALSE,FALSE
10,15,BODY,elifargs.verbosity>=1:,8,4.48,134.49,22,72,564.88,206.49,569.37,FALSE,FALSE
10,16,BODY,print(f'{args.x}^{args.y}=={answer}'),8,4.48,209.81,37,93.52,576.84,303.33,581.32,FALSE,FALSE
10,17,BODY,else:,8,4.48,26.9,5,72,588.79,98.9,593.28,TRUE,FALSE
10,18,BODY,print(answer),8,4.48,69.94,13,93.52,600.75,163.46,605.23,FALSE,FALSE
10,20,BODY,positionalarguments: xthebase ytheexponent,8,28.39,166.76,42,72,718.11,238.76,746.5,FALSE,FALSE
11,1,BODY,"options: -h,--helpshowthishelpmessageandexit -v,--verbosity $pythonprog.py42-v 4^2==16",8,52.3,268.98,86,72,95.52,340.98,147.82,FALSE,FALSE
11,3,BODY,print(f'Running'{__file__}''),8,4.48,161.39,29,93.52,296.57,254.91,301.05,FALSE,FALSE
11,4,BODY,ifargs.verbosity>=1:,8,4.48,123.73,20,72,308.52,195.73,313,FALSE,FALSE
11,5,BODY,"print(f'{args.x}^{args.y}==',end='')",8,4.48,209.81,36,93.52,320.48,303.33,324.96,FALSE,FALSE
11,6,BODY,print(answer),8,4.48,69.94,13,72,332.43,141.94,336.91,FALSE,FALSE
11,10,BODY,">>>#ambiguous,soparse_argsassumesit'sanoption >>>parser.parse_args(['-f']) usage:PROG[-h][-nN[N...]][args...] PROG:error:unrecognizedarguments:-f",8,40.35,285.13,145,72,584.46,357.13,624.81,FALSE,FALSE
11,11,BODY,">>>parser.parse_args(['--','-f']) Namespace(args=['-f'],n=None)",8,16.44,188.29,63,72,644.24,260.29,660.68,FALSE,FALSE
11,12,BODY,">>>#ambiguous,sothe-noptiongreedilyacceptsarguments >>>parser.parse_args(['-n','1','2','3']) Namespace(args=[],n=['1','2','3'])",8,28.39,322.79,127,72,680.1,394.79,708.5,FALSE,FALSE
11,13,BODY,">>>parser.parse_args(['-n','1','--','2','3']) Namespace(args=['2','3'],n=['1'])",8,16.44,268.99,79,72,727.92,340.99,744.36,FALSE,FALSE
12,2,BODY,"parser=argparse.ArgumentParser() group=parser.add_mutually_exclusive_group() group.add_argument('-v','--verbose',action='store_true') group.add_argument('-q','--quiet',action='store_true') parser.add_argument('x',type=int,help='thebase') parser.add_argument('y',type=int,help='theexponent') args=parser.parse_args() answer=args.x**args.y",8,88.17,312.03,337,72,180.99,384.03,269.16,FALSE,FALSE
12,3,BODY,ifargs.quiet:,8,4.48,75.32,13,72,288.59,147.32,293.07,FALSE,FALSE
12,4,BODY,print(answer) elifargs.verbose:,8,16.44,96.84,31,72,300.54,168.84,316.98,FALSE,FALSE
12,5,BODY,print(f'{args.x}tothepower{args.y}equals{answer}'),8,4.48,301.27,50,93.52,324.45,394.79,328.94,FALSE,FALSE
12,6,BODY,else:,8,4.48,26.9,5,72,336.41,98.9,340.89,TRUE,FALSE
12,7,BODY,print(f'{args.x}^{args.y}=={answer}'),8,4.48,209.81,37,93.52,348.36,303.33,352.85,FALSE,FALSE
12,10,BODY,"parser=argparse.ArgumentParser(description='calculateXtothepowerofY') group=parser.add_mutually_exclusive_group() group.add_argument('-v','--verbose',action='store_true') group.add_argument('-q','--quiet',action='store_true') parser.add_argument('x',type=int,help='thebase') parser.add_argument('y',type=int,help='theexponent') args=parser.parse_args() answer=args.x**args.y",8,88.17,414.24,374,72,648.54,486.24,736.71,FALSE,FALSE
12,11,BODY,ifargs.quiet:,8,4.48,75.32,13,72,756.13,147.32,760.62,FALSE,FALSE
13,1,BODY,print(answer) elifargs.verbose:,8,16.44,96.84,31,72,95.52,168.84,111.96,FALSE,FALSE
13,2,BODY,print(f'{args.x}tothepower{args.y}equals{answer}'),8,4.48,301.27,50,93.52,119.43,394.79,123.91,FALSE,FALSE
13,3,BODY,else:,8,4.48,26.9,5,72,131.39,98.9,135.87,TRUE,FALSE
13,4,BODY,print(f'{args.x}^{args.y}=={answer}'),8,4.48,209.81,37,93.52,143.34,303.33,147.82,FALSE,FALSE
13,6,BODY,calculateXtothepowerofY,8,4.48,156.01,23,72,236.79,228.01,241.27,FALSE,FALSE
13,7,BODY,positionalarguments: xthebase ytheexponent,8,28.39,156.01,42,72,260.7,228.01,289.09,FALSE,FALSE
13,8,BODY,"options: -h,--helpshowthishelpmessageandexit -v,--verbose -q,--quiet",8,40.35,258.23,68,72,308.52,330.23,348.87,FALSE,FALSE
13,11,BODY,calculateXtothepowerofY,8,4.48,156.01,23,72,494.95,228.01,499.44,FALSE,FALSE
13,12,BODY,positionalarguments: xthebase ytheexponent,8,28.39,156.01,42,72,518.86,228.01,547.26,FALSE,FALSE
13,13,BODY,"options: -h,--helpshowthishelpmessageandexit -v,--verbose -q,--quiet",8,40.35,258.23,68,72,566.68,330.23,607.03,FALSE,FALSE
14,0,BODY,importargparse print(argparse.__file__),8,16.44,129.11,39,72,87.74,201.11,104.18,FALSE,FALSE
14,4,BODY,parser=argparse.ArgumentParser(prefix_chars='-+'),8,4.48,274.37,49,72,339.92,346.37,344.41,FALSE,FALSE
14,5,BODY,"parser.add_argument('-a',metavar='<value>',action='append',",8,4.48,328.17,59,72,363.84,400.17,368.32,FALSE,FALSE
14,6,BODY,"type=lambdax:('-',x))",8,4.48,129.11,21,179.6,375.79,308.7,380.27,FALSE,FALSE
14,7,BODY,"parser.add_argument('+a',metavar='<value>',action='append',",8,4.48,328.17,59,72,387.75,400.17,392.23,FALSE,FALSE
14,8,BODY,"type=lambdax:('+',x))",8,4.48,129.11,21,179.6,399.7,308.7,404.18,FALSE,FALSE
14,9,BODY,args=parser.parse_args() print(args),8,16.44,139.87,36,72,423.61,211.87,440.05,FALSE,FALSE
2,8,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,767.37,523.28,772.16,FALSE,FALSE
3,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,FALSE,FALSE
3,12,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,767.79,523.28,772.58,FALSE,FALSE
4,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,FALSE,FALSE
4,15,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,768.15,523.28,772.94,FALSE,FALSE
5,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,FALSE,FALSE
6,18,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,762.38,523.28,767.17,FALSE,FALSE
7,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,FALSE,FALSE
7,22,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,758.5,523.28,763.29,FALSE,FALSE
8,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,FALSE,FALSE
8,19,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,764.47,523.28,769.27,FALSE,FALSE
9,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,FALSE,FALSE
10,21,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,765.99,523.28,770.78,FALSE,FALSE
11,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,FALSE,FALSE
12,12,BODY,(continuesonnextpage),7,4.79,76.61,21,446.67,768.15,523.28,772.94,FALSE,FALSE
13,0,BODY,(continuedfrompreviouspage),7,4.79,98.53,27,424.75,81.43,523.28,86.22,FALSE,FALSE
